source_ip,destination_ip,source_port,destination_port,protocol,bytes,is_anomaly
5.252.58.152,116.7.59.0,14251,41729,UDP,833,0
166.201.91.150,241.250.110.35,49703,5885,UDP,395,1
60.3.0.218,55.107.242.23,27866,51541,UDP,529,1
228.214.32.78,80.105.35.197,1307,42539,UDP,304,0
247.147.110.101,21.223.69.68,15877,59689,UDP,1456,1
185.63.59.230,105.66.239.53,6474,3376,UDP,505,1
70.3.247.32,194.138.27.29,40047,42667,UDP,618,1
128.159.190.151,40.50.84.170,54845,46196,TCP,108,1
113.6.126.65,177.100.7.104,62439,24968,UDP,563,0
137.39.111.11,197.99.50.151,58051,15894,TCP,1182,1
31.101.251.169,191.216.245.164,12658,50252,TCP,1379,0
42.57.227.229,213.50.11.51,64919,44188,TCP,233,1
10.133.231.60,102.159.94.156,18623,58544,UDP,7,1
40.108.46.138,44.73.202.161,43249,48078,TCP,1424,0
238.64.146.249,17.168.82.52,32714,4720,UDP,453,1
238.16.183.129,136.210.179.153,49552,18435,UDP,1133,0
66.231.77.135,250.253.195.167,26244,64143,UDP,466,1
109.143.115.33,174.240.22.160,45980,4752,TCP,206,0
255.55.214.245,127.33.89.145,3641,61918,TCP,37,0
9.181.22.88,63.249.12.202,40335,33552,TCP,712,0
204.253.49.1,228.219.73.254,19092,3744,TCP,1192,1
138.171.45.31,92.205.123.166,41865,30955,TCP,842,1
75.148.22.153,6.189.77.113,62154,58004,TCP,114,0
169.160.230.132,203.182.50.178,43943,35105,UDP,1444,1
100.42.105.126,134.35.58.146,33141,63700,TCP,265,0
215.73.236.79,172.58.204.21,30547,53174,TCP,1226,0
31.20.131.40,83.191.77.242,35235,39631,TCP,749,1
81.177.21.177,19.209.25.235,20891,13958,UDP,611,0
136.224.214.88,119.193.14.184,471,40155,UDP,1078,0
255.121.89.102,180.168.195.201,60282,44507,UDP,1490,0
156.206.153.202,222.177.146.112,53304,64065,UDP,144,1
191.43.60.129,212.9.106.99,53360,58481,UDP,1042,1
241.249.147.85,16.6.224.85,46076,56680,UDP,980,1
27.121.38.16,246.148.135.121,34005,25059,UDP,1074,1
118.9.99.230,174.70.46.214,46456,39340,TCP,1199,1
139.12.201.41,250.251.170.200,37984,27798,UDP,1483,1
68.128.124.35,61.94.182.28,55802,31759,TCP,17,0
47.146.73.171,62.171.209.15,35482,37266,UDP,408,1
226.110.232.63,238.115.78.156,48473,9747,UDP,253,0
138.87.183.102,33.39.119.201,47869,12337,TCP,220,1
121.159.27.102,240.73.75.217,7172,44414,TCP,1097,1
236.189.165.120,97.195.254.236,18283,40134,UDP,531,0
74.140.255.1,85.237.39.91,55822,63965,TCP,866,0
7.209.115.245,239.79.20.55,28154,45291,UDP,1191,1
127.163.169.235,107.103.237.176,515,54255,TCP,295,1
5.176.166.166,117.92.129.8,39427,9296,UDP,1156,0
69.231.43.48,24.97.181.126,21683,37536,TCP,162,1
241.180.159.255,209.87.212.175,26612,18534,TCP,1269,0
130.6.137.79,148.114.47.170,57732,19671,UDP,1084,0
252.226.213.138,165.80.154.196,45293,32980,TCP,1416,0
92.28.170.81,138.68.179.57,8174,763,UDP,24,0
18.109.152.99,33.200.210.233,40143,46094,TCP,190,1
233.60.11.237,133.232.35.16,43073,54306,TCP,27,0
239.185.141.51,9.29.238.58,40168,4038,TCP,555,1
178.175.84.131,153.109.224.12,63569,933,UDP,967,0
239.68.140.177,205.11.49.128,43416,42210,UDP,105,1
35.240.98.98,49.114.52.11,31533,62346,TCP,845,1
8.226.237.216,193.241.164.169,27846,40257,TCP,894,0
78.42.92.216,186.231.51.232,57501,29603,TCP,1127,1
58.212.23.86,127.172.34.169,6833,59826,UDP,1056,0
232.222.74.21,232.142.139.212,34190,18506,TCP,139,1
120.37.236.74,160.106.202.85,36027,8963,UDP,515,1
53.251.136.155,63.83.169.32,14489,62320,TCP,454,0
103.213.201.52,16.100.114.170,28544,35473,TCP,78,0
245.148.173.233,91.161.227.27,57894,62957,TCP,557,0
72.31.53.144,180.57.153.247,2689,52911,TCP,805,1
97.199.179.123,14.11.67.148,30022,42948,UDP,387,0
106.35.219.38,72.115.2.198,587,4622,UDP,316,0
187.156.149.105,165.128.213.117,37414,61530,TCP,1373,1
226.215.47.127,109.161.61.26,29000,4710,UDP,678,0
232.65.236.15,245.16.47.56,29139,20679,TCP,950,1
163.251.40.131,105.223.140.156,38125,23935,UDP,937,0
33.126.142.153,70.254.11.116,9914,9220,TCP,789,1
182.19.75.109,188.228.85.123,54558,59277,UDP,509,1
59.238.134.170,196.155.35.35,33044,8037,UDP,133,1
206.87.171.168,127.95.87.46,57191,21998,UDP,1353,0
34.180.32.141,39.72.0.217,39602,22685,UDP,333,0
164.54.229.201,87.49.201.72,33223,13512,TCP,1393,0
207.163.164.98,203.243.23.26,64483,31464,TCP,60,1
211.64.151.150,112.237.1.195,7102,53312,UDP,828,1
19.133.199.172,29.213.61.232,44574,56234,UDP,91,0
240.216.162.12,33.234.70.0,26221,8353,UDP,494,1
6.18.180.120,92.105.76.127,25835,6985,UDP,372,0
139.246.158.187,66.17.5.15,64393,27270,TCP,959,1
105.77.200.68,205.60.64.255,36138,24040,UDP,422,0
113.151.212.217,138.38.251.3,4560,30459,TCP,575,1
33.167.48.167,114.9.130.199,37203,42341,UDP,1419,1
86.193.139.148,221.165.221.135,50891,27045,TCP,1148,1
85.51.1.242,104.42.7.248,61149,23059,UDP,1057,0
168.200.86.157,195.223.17.92,5788,4091,TCP,807,1
105.178.218.115,50.171.19.22,57879,3811,UDP,520,1
218.51.77.136,147.198.36.30,36426,51062,TCP,1489,0
12.92.170.191,212.68.234.247,55915,13727,TCP,843,1
4.52.239.187,2.137.131.99,33251,39928,UDP,838,1
161.112.62.144,81.24.239.203,58993,22418,TCP,248,0
181.108.204.135,252.183.95.253,4249,64977,UDP,597,0
204.95.45.141,233.133.238.212,35568,21230,TCP,282,1
139.25.88.4,67.172.110.149,46705,37347,TCP,866,1
37.183.255.1,161.228.232.86,21501,37435,TCP,1006,1
148.81.56.158,100.103.7.234,31832,22744,TCP,1283,1
22.177.192.97,29.44.202.219,50540,25593,TCP,1072,1
212.93.10.6,188.129.117.103,30735,41096,TCP,1261,1
95.192.126.77,51.93.152.70,42301,35634,UDP,840,1
214.229.215.43,74.224.71.30,49291,33124,UDP,1355,0
187.137.114.19,103.22.79.59,32342,9428,UDP,582,1
119.155.126.106,117.148.69.83,15902,61262,UDP,1066,0
128.78.4.0,215.249.141.61,28661,52939,TCP,804,1
238.178.206.62,31.211.254.9,52832,45799,TCP,767,1
28.156.201.142,169.56.55.190,14473,47440,UDP,301,1
235.149.51.84,114.2.61.83,30588,21205,TCP,1029,1
241.211.228.120,48.49.1.135,39663,55191,TCP,681,1
11.110.138.0,238.235.90.132,26517,23660,UDP,1384,0
6.182.238.131,15.190.136.194,64692,18367,UDP,825,1
156.78.18.146,160.166.101.21,2312,18891,UDP,768,1
211.150.49.231,248.90.63.1,11120,6591,UDP,310,0
35.150.75.168,58.161.255.174,18360,49607,UDP,230,0
119.43.38.247,201.137.250.254,61223,33690,UDP,38,0
239.34.160.160,9.179.254.46,11339,5087,UDP,1146,1
252.212.211.82,227.22.94.135,17517,16442,TCP,261,1
100.180.182.2,205.22.243.236,49421,1268,TCP,307,0
156.124.81.169,180.105.127.143,4181,59444,UDP,836,0
175.150.236.193,98.126.120.9,714,13537,TCP,582,0
74.136.159.51,35.98.223.48,32075,24490,TCP,1380,0
191.72.48.15,226.229.158.167,35119,24679,TCP,105,0
163.219.57.69,120.251.121.182,10809,29883,TCP,1142,0
47.168.24.95,216.0.210.108,49031,32199,UDP,721,0
225.42.118.114,149.244.60.236,59271,60207,TCP,668,1
177.60.191.245,78.137.218.12,5851,19364,TCP,540,1
182.52.35.114,208.97.194.184,16379,4650,UDP,929,1
241.26.159.87,156.197.113.194,45817,18690,TCP,378,1
100.2.89.164,39.42.89.158,46427,45539,TCP,1436,0
129.97.154.237,190.126.107.130,10637,26642,UDP,16,0
149.12.26.112,228.90.140.234,3397,52185,TCP,1258,0
3.186.29.49,179.109.213.218,40603,50551,UDP,748,1
132.114.162.172,119.119.130.141,25089,9029,TCP,473,1
185.183.87.45,3.82.220.104,38693,34710,UDP,294,0
113.182.84.46,55.173.83.244,29019,64923,TCP,1290,0
218.164.11.243,59.81.135.92,21085,18778,UDP,211,1
206.186.24.207,85.145.95.201,16189,23838,TCP,642,0
116.55.6.38,150.104.73.85,57502,53913,UDP,742,0
27.124.52.170,222.251.251.203,9256,10490,TCP,1202,0
162.194.174.92,214.60.237.31,41942,684,UDP,56,1
215.154.233.14,106.47.39.163,24327,30324,TCP,788,0
187.24.131.186,171.2.96.163,36686,29879,UDP,368,0
213.25.132.219,193.208.50.237,57826,51380,TCP,11,1
106.146.255.86,162.40.81.117,49376,1257,UDP,284,0
186.199.56.112,19.148.99.248,20183,28183,TCP,1077,0
245.232.119.81,143.78.20.7,36091,12348,UDP,354,0
14.52.101.96,35.123.144.86,11516,53282,TCP,1193,1
145.76.226.103,197.224.179.206,63468,23482,UDP,129,0
14.236.59.213,152.77.160.178,57651,63861,TCP,1416,1
132.41.42.80,211.92.176.0,8957,53857,UDP,33,0
238.57.212.142,187.255.83.140,34884,46915,UDP,1066,0
174.200.119.249,27.204.63.110,9170,13365,TCP,566,1
34.232.55.42,86.66.70.74,26797,34220,TCP,182,0
124.31.223.81,166.135.126.214,40453,30247,UDP,1148,0
49.176.72.60,218.216.140.125,18411,13462,UDP,477,0
154.240.64.126,77.138.30.130,49255,16245,TCP,158,1
209.217.70.204,223.161.156.46,42237,14127,UDP,308,1
32.135.247.248,173.237.128.181,53971,51299,TCP,832,1
70.115.75.194,207.148.0.168,32170,46385,UDP,582,1
53.53.71.88,77.119.211.27,23042,61163,UDP,1334,0
31.20.10.37,230.208.157.226,60404,24145,UDP,1070,0
60.243.252.186,81.95.219.225,56325,44104,TCP,1037,0
33.225.225.53,229.66.33.111,59415,62817,UDP,821,0
88.124.71.38,16.168.238.131,1926,19580,UDP,1321,1
125.176.235.107,53.22.193.27,15733,23614,TCP,44,1
176.65.84.83,156.171.156.239,11781,42491,UDP,647,0
102.121.169.60,20.187.172.135,26172,9636,UDP,540,0
115.254.129.19,182.63.146.17,59314,35888,TCP,25,1
85.155.219.43,99.189.19.236,35874,19337,UDP,1164,1
118.148.81.36,249.69.203.53,54508,46735,TCP,40,1
198.130.177.165,34.85.108.88,1846,44650,UDP,1274,1
130.28.145.84,64.74.116.57,33601,10012,UDP,379,1
241.248.55.8,237.148.240.47,62787,64225,UDP,299,0
162.55.79.56,13.89.53.174,38314,50879,TCP,214,1
162.188.155.170,239.174.212.218,17938,55226,UDP,254,0
98.120.104.50,19.86.228.39,3235,22735,TCP,441,0
225.3.13.109,47.21.137.34,49809,37009,TCP,575,1
154.24.250.25,44.131.143.187,63606,28464,TCP,470,1
40.212.2.129,30.106.210.23,43313,64674,UDP,869,1
164.96.156.167,180.126.55.113,32433,52872,UDP,866,1
86.58.59.206,5.199.41.127,2099,42469,UDP,271,0
13.49.206.45,122.226.46.55,36426,29440,UDP,1248,0
77.163.139.166,70.236.106.196,48847,11248,TCP,253,1
59.238.181.110,108.250.159.213,12320,54108,TCP,226,1
147.110.98.23,188.138.120.82,3664,9855,TCP,1048,0
242.29.46.170,195.209.245.74,60849,4749,TCP,135,1
54.188.204.185,26.0.254.175,49070,15577,TCP,751,0
182.210.196.145,221.108.178.104,55483,20899,TCP,42,0
135.63.238.246,230.153.169.189,47538,6907,TCP,344,1
168.213.17.161,146.36.140.144,35105,23730,UDP,199,0
229.195.174.83,46.156.42.225,62312,59254,UDP,1437,1
115.108.129.83,247.181.82.114,12148,39363,UDP,1214,1
167.201.19.85,0.125.74.230,40791,16852,UDP,1494,1
186.248.43.132,237.232.143.235,41906,51506,TCP,1201,1
44.129.173.40,228.25.119.79,3598,52590,TCP,1275,0
15.178.169.210,56.177.38.104,28656,46430,UDP,1430,0
214.3.67.121,79.68.106.154,55162,43994,UDP,344,1
80.121.91.183,24.7.132.218,30257,52903,UDP,268,0
114.113.60.20,240.134.126.96,56326,42431,TCP,736,0
25.118.134.135,178.195.117.58,20391,56327,TCP,461,1
224.169.161.42,152.94.89.68,49703,6169,TCP,1211,1
69.71.228.90,235.212.3.166,25023,57388,UDP,433,0
122.6.115.209,154.155.95.210,19599,10982,UDP,371,0
231.192.148.235,61.158.97.191,65153,22251,UDP,305,0
83.217.251.33,9.230.212.8,63881,60589,TCP,1497,1
59.128.219.117,91.46.249.1,25565,2719,TCP,733,1
216.138.244.22,212.212.124.154,56107,1329,UDP,142,1
169.71.57.230,51.158.66.126,57027,49504,UDP,485,0
135.57.166.225,6.76.240.94,53014,51354,UDP,15,0
96.175.62.54,44.53.167.76,25533,17454,TCP,1343,1
197.83.123.163,105.190.218.14,55429,24478,TCP,899,0
110.216.175.39,156.207.100.156,3686,12980,TCP,1007,0
110.37.91.106,45.131.242.207,2992,34759,TCP,1026,1
32.243.18.101,232.160.70.38,18826,35254,UDP,1191,0
253.47.130.19,70.187.150.219,49687,21392,UDP,400,0
62.78.106.135,139.228.107.48,37826,37323,UDP,1410,1
149.65.224.32,134.137.228.215,20792,54510,UDP,1331,1
212.6.114.57,226.16.22.223,11716,13118,UDP,809,0
34.197.56.174,209.19.171.122,8296,52692,UDP,351,0
88.209.68.101,52.37.246.79,1452,59823,TCP,1040,1
35.17.42.188,243.213.51.119,34174,12438,TCP,1156,0
207.54.120.44,8.97.60.195,7342,26379,TCP,1241,1
196.90.255.131,252.129.231.49,12050,20974,TCP,572,0
136.69.221.89,56.182.152.95,16651,24934,UDP,1048,1
145.223.22.30,23.161.190.254,10004,41118,TCP,1083,1
42.125.155.56,90.66.176.112,54738,55746,TCP,108,1
4.197.56.194,124.40.227.170,9605,8908,TCP,1146,0
195.7.24.147,133.80.36.17,50940,21875,UDP,1388,1
49.82.39.184,49.243.238.45,15599,64337,TCP,16,1
240.192.128.250,95.107.250.217,3502,23243,UDP,1102,1
233.173.122.140,111.193.148.44,26544,51316,TCP,1127,1
81.207.46.130,18.21.68.23,52625,57599,TCP,1008,1
153.187.215.183,197.118.229.4,6199,27313,TCP,1002,1
150.152.80.70,59.213.144.81,15265,59646,TCP,1396,0
188.120.75.99,183.166.218.90,35267,57193,UDP,827,1
110.200.109.64,168.174.96.214,33660,31316,UDP,1395,0
5.227.187.86,141.74.134.112,50417,22853,UDP,64,1
39.103.71.32,215.104.64.250,21876,27070,TCP,1139,1
241.157.60.244,246.52.243.231,41963,17358,TCP,1387,1
53.121.207.122,214.81.152.63,65260,50464,UDP,1183,1
30.113.66.10,84.237.226.14,59871,7268,UDP,783,1
208.172.120.63,232.235.66.216,6176,25885,UDP,886,0
95.224.114.48,27.18.28.237,42518,14377,UDP,817,0
148.253.193.246,214.68.109.199,41203,655,UDP,1480,1
77.100.70.39,145.34.77.124,16693,36790,UDP,1472,0
8.166.129.79,10.157.190.62,60654,61917,UDP,1056,1
185.43.249.142,129.246.8.61,55889,21726,TCP,1308,1
27.23.192.201,127.139.213.74,10212,29644,TCP,724,0
132.184.76.2,138.247.97.235,13490,12303,UDP,1042,1
27.208.219.160,56.30.158.148,26631,51854,UDP,968,1
215.252.92.220,175.65.193.199,27645,17816,TCP,1062,1
201.169.17.102,231.133.4.195,12293,18017,TCP,1396,1
82.114.185.235,12.87.246.185,60118,34128,TCP,779,1
98.161.191.129,22.135.186.195,31877,3593,TCP,1394,0
163.67.213.11,84.140.161.34,49956,46023,TCP,1142,1
108.151.4.133,156.86.108.45,30186,46229,UDP,67,1
33.218.168.0,131.103.38.104,6095,58580,UDP,224,1
1.45.141.122,100.130.87.165,64152,7305,TCP,956,1
107.131.185.17,68.102.92.156,12095,29979,TCP,995,1
40.134.9.223,139.97.78.78,48705,1386,TCP,487,1
198.230.242.216,108.45.166.173,37240,64357,TCP,258,1
52.91.215.127,47.10.14.57,39414,59571,UDP,368,1
247.27.16.13,144.219.199.191,18911,23386,TCP,293,1
23.240.225.134,175.154.27.91,12858,58460,TCP,1024,1
13.192.99.250,166.16.194.1,55744,44711,UDP,765,0
167.174.250.89,87.29.13.166,330,47124,UDP,169,1
151.147.205.72,137.207.246.188,51166,63926,UDP,896,0
248.115.169.138,250.223.135.167,37640,5160,UDP,983,0
195.146.23.196,205.154.26.57,5544,5204,TCP,338,1
175.201.227.198,79.254.67.80,41170,32824,TCP,481,1
43.168.170.66,207.126.166.192,2559,36186,TCP,959,0
8.206.29.116,22.242.99.220,36280,6188,TCP,1323,0
134.30.46.158,151.18.157.188,53735,51399,TCP,848,1
146.152.128.227,137.132.72.15,59744,60238,UDP,220,0
244.69.195.67,153.170.165.220,45037,43135,UDP,449,0
239.150.142.195,24.119.84.99,60089,57796,TCP,1056,1
73.162.242.239,60.182.20.173,62261,14660,TCP,108,1
236.191.137.101,240.119.114.169,16804,54518,UDP,636,0
0.65.42.91,178.105.205.26,23145,63970,UDP,615,0
64.195.86.119,147.211.174.145,4440,16450,TCP,1033,0
48.245.76.53,97.92.81.202,54278,15099,TCP,649,1
158.42.223.57,138.159.51.198,61310,37271,UDP,525,1
181.145.98.159,30.82.124.118,59152,49083,TCP,293,1
237.212.242.104,231.78.63.77,65166,27837,UDP,697,1
8.221.155.52,72.9.52.243,24192,3898,TCP,1137,0
1.164.235.39,186.112.151.219,58830,42483,UDP,549,0
16.93.227.137,49.95.147.7,33176,26870,UDP,631,1
173.143.196.96,178.219.54.70,38077,53639,UDP,865,0
245.52.132.185,137.118.118.17,3948,27359,UDP,1417,0
102.59.200.106,10.136.210.67,26118,12374,UDP,25,0
214.52.24.190,203.34.155.147,40843,47028,TCP,62,1
22.252.142.148,12.28.233.127,5614,42327,TCP,247,1
187.45.207.139,28.79.30.129,55335,18195,TCP,120,0
215.32.13.172,31.17.98.105,23240,54015,UDP,1046,1
147.107.142.141,151.149.90.49,19489,32540,TCP,151,0
55.178.214.170,62.35.42.255,62208,4442,TCP,810,1
96.32.84.10,77.140.32.119,55104,50187,UDP,751,0
51.87.138.176,207.128.89.81,49402,378,UDP,790,1
176.207.166.146,184.22.90.7,12816,40103,TCP,991,0
235.88.175.186,98.123.69.166,31576,28932,TCP,355,1
52.231.202.34,216.151.220.145,38585,8685,TCP,1085,0
199.15.82.102,219.55.179.243,33014,7193,TCP,1190,1
216.5.156.232,237.3.215.40,24982,48596,UDP,872,1
247.66.171.29,228.81.148.4,8911,47249,UDP,1414,1
242.11.153.204,186.155.69.179,50139,56220,TCP,1165,0
186.8.164.149,231.201.61.112,18462,24198,UDP,335,1
220.113.2.6,27.79.246.157,54827,11478,UDP,500,0
212.57.205.209,152.6.138.154,33616,21488,TCP,966,1
103.148.188.6,19.12.109.70,56266,530,UDP,1214,0
67.61.5.68,212.192.128.125,3061,34068,TCP,694,0
79.2.176.40,120.222.28.47,9355,20776,TCP,1371,0
86.86.126.102,188.5.179.112,58558,61704,UDP,826,0
29.36.10.201,237.58.152.183,35521,34068,TCP,850,0
1.250.95.89,202.144.156.45,56784,16619,TCP,727,0
237.25.70.171,9.18.19.22,58825,36146,UDP,559,1
110.157.49.68,255.189.206.202,6320,59664,UDP,858,1
3.16.205.142,27.80.46.221,62640,6879,TCP,987,1
80.251.29.70,12.108.113.33,1216,61320,UDP,545,0
62.89.125.227,110.150.61.165,63173,1702,UDP,579,0
199.250.153.60,174.70.215.248,7410,3034,UDP,747,1
147.202.53.180,171.166.124.41,38679,48607,UDP,139,1
73.52.228.125,62.111.29.80,64859,16453,UDP,1193,1
69.107.255.168,16.5.125.19,27507,65296,TCP,610,0
84.88.240.187,198.150.228.163,46470,8044,TCP,658,1
46.114.45.206,216.126.41.162,46236,40804,TCP,1478,0
67.203.180.29,68.144.100.59,8223,60930,TCP,11,1
68.113.98.40,236.177.83.103,15157,44904,TCP,680,0
233.185.2.76,63.140.252.124,25941,45826,UDP,941,0
236.145.14.5,32.18.235.211,26505,44505,UDP,785,0
172.99.98.202,207.76.119.84,42661,32802,UDP,1107,1
248.214.163.41,234.127.187.24,44129,39763,TCP,1175,1
126.162.66.46,201.82.47.217,10642,12179,TCP,545,1
159.136.84.25,61.62.93.87,3938,41429,TCP,1154,1
6.62.199.46,71.88.70.249,2406,38223,TCP,1216,1
244.47.11.181,162.56.74.54,17151,62512,TCP,973,1
59.100.161.200,6.44.173.80,18150,5716,TCP,1483,1
201.112.251.14,0.161.27.218,59242,7997,TCP,48,0
105.129.68.183,234.75.217.94,45715,46506,TCP,972,0
119.220.80.137,24.13.116.183,21938,10726,UDP,1210,1
212.145.246.108,165.141.129.80,32714,56662,UDP,1383,1
226.230.57.125,107.38.252.187,10224,34365,UDP,121,0
166.51.45.34,56.198.71.144,22363,15528,UDP,384,1
251.176.14.49,191.99.118.101,28415,35264,TCP,782,0
155.249.74.238,197.224.224.50,23437,61164,TCP,356,1
246.164.205.231,23.18.60.199,2213,15701,TCP,1494,0
71.140.77.102,146.116.93.133,50570,64395,UDP,1198,1
49.145.73.25,20.142.6.35,60834,57044,TCP,674,0
67.158.184.123,212.28.78.200,8275,28610,UDP,507,1
61.147.181.241,226.26.114.125,45833,50061,TCP,306,1
254.185.197.235,212.171.255.117,56654,46519,UDP,1447,0
61.233.108.122,117.91.68.116,29007,42567,TCP,1051,0
91.174.128.195,150.228.245.50,26450,57428,TCP,1181,0
55.81.114.222,34.10.47.168,61135,59427,UDP,902,0
71.241.41.241,200.110.29.80,17361,20326,TCP,376,1
247.56.117.185,72.72.197.147,47812,3065,UDP,581,0
23.62.164.191,253.255.143.145,60324,37416,TCP,865,1
92.164.132.38,224.94.216.252,33808,46907,TCP,365,1
195.71.157.36,182.125.223.53,35703,12324,TCP,912,1
35.2.131.223,114.42.203.159,23166,19098,TCP,1188,0
170.13.87.242,255.72.199.201,23801,4529,UDP,1380,1
136.247.45.141,84.137.37.190,2475,19508,TCP,661,1
192.220.45.225,12.47.157.66,44752,8966,TCP,1355,1
161.254.93.236,143.253.67.206,11826,58656,UDP,384,0
73.80.202.192,33.192.68.251,20929,12781,TCP,1356,0
110.40.44.95,12.236.187.28,48081,48651,TCP,897,1
69.140.56.198,175.27.191.133,39693,1585,TCP,708,0
45.27.245.115,183.159.161.254,50088,44893,TCP,390,1
143.252.76.207,4.32.212.171,4449,65081,TCP,1479,0
33.227.180.144,22.158.169.39,35175,49440,TCP,229,1
127.194.172.71,14.241.54.55,47716,26143,TCP,593,1
249.116.22.66,247.22.216.14,17303,42514,UDP,331,1
137.194.40.62,192.75.193.247,54374,30289,UDP,1395,1
200.77.243.192,164.177.38.0,54508,30717,UDP,292,1
232.98.38.248,105.210.213.95,24100,19057,TCP,668,1
156.174.244.136,49.53.196.132,50302,27615,UDP,872,1
92.180.200.69,136.62.118.172,43472,54098,UDP,1430,0
32.240.148.89,93.48.249.44,60697,27889,TCP,371,0
25.99.28.114,155.229.60.207,32880,44970,TCP,60,0
243.72.107.101,164.61.131.52,58468,31245,TCP,209,0
6.60.70.17,181.244.141.167,41482,55919,TCP,399,1
162.232.45.43,10.42.92.86,60602,25372,UDP,571,1
134.210.131.254,188.141.89.150,43025,24173,UDP,381,0
105.88.249.201,177.145.66.34,59228,26650,UDP,416,0
58.117.136.90,173.104.217.249,40397,63975,UDP,408,0
159.108.238.246,52.99.60.207,62803,30663,TCP,411,1
226.20.210.72,73.3.43.108,31032,43194,TCP,1228,1
25.21.73.6,177.16.69.222,40568,56971,UDP,39,0
248.248.134.117,195.4.213.99,45180,36634,TCP,140,1
236.15.147.54,161.97.19.167,30968,1245,TCP,1307,0
57.178.76.60,216.23.196.173,37483,7594,TCP,881,1
87.86.122.80,6.41.93.65,26511,57291,TCP,1126,1
66.250.71.164,228.206.167.102,64386,53364,TCP,140,0
119.208.154.112,225.150.145.206,21244,46337,TCP,217,1
117.50.15.159,255.145.26.147,43321,9607,UDP,753,1
153.224.135.223,61.86.113.224,28172,5697,UDP,1329,0
120.65.0.195,103.60.171.56,31166,13184,TCP,780,1
162.234.126.235,103.197.218.62,10308,36715,TCP,1323,0
196.136.197.77,110.51.232.0,16914,33403,UDP,322,1
235.107.223.123,59.138.66.73,2158,19396,TCP,1497,1
120.19.39.54,97.141.138.72,60216,63675,UDP,123,1
205.3.244.80,181.103.140.162,64367,13526,UDP,1231,0
53.171.152.66,184.14.59.100,35231,21237,UDP,847,0
18.129.143.176,133.242.203.205,50239,22321,TCP,444,1
220.245.250.26,111.184.104.95,63301,56351,TCP,1125,1
212.16.225.179,37.30.2.123,52384,19487,UDP,860,0
227.47.244.1,35.29.113.233,39604,56488,UDP,941,0
214.172.215.175,108.165.73.197,4722,12049,UDP,276,1
48.150.13.16,216.179.175.51,2751,18455,TCP,657,1
168.187.218.255,57.71.248.172,2030,40388,TCP,1037,1
233.90.136.193,50.52.39.101,32005,45334,UDP,1064,1
36.212.242.27,200.100.216.11,18388,38321,TCP,397,0
234.118.248.128,114.44.8.106,35715,62799,UDP,276,0
